ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Avg_Salary
169,Data Scientist - Bioinformatics,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49000,85000,67,PNNL,WA,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,67000
170,Data Engineer,3.9,"AVANADE
3.9","Washington, DC","Seattle, WA",10000+,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",0,0,60000,114000,87,AVANADE,DC,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,87000
171,Customer Data Scientist/Sales Engineer,4.3,"h2o.ai
4.3","Chicago, IL","Mountain View, CA",201 - 500,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,71000,204000,137.5,h2o.ai,IL,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,data scientist,sr,P,137500
172,Lead Data Scientist,3.8,"PatientPoint
3.8","Cincinnati, OH","Cincinnati, OH",201 - 500,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Outcome Health, Health Media Network, Mesmerize Marketing",0,0,75000,125000,100,PatientPoint,OH,34,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,data scientist,sr,M,100000
174,MongoDB Data Engineer II,3.8,"BlueCross BlueShield of Tennessee
3.8","Chattanooga, TN","Chattanooga, TN",5001 - 10000,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Novartis, Baxter, Pfizer",0,0,77000,136000,106.5,BlueCross BlueShield of Tennessee,TN,76,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,data engineer,sr,M,106500
175,Senior Data Scientist Statistics,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,74000,123000,98.5,PNNL,WA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,98500
177,Senior Data Analyst,4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 - 1000,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,44000,78000,61,KnowBe4,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,61000
178,Senior Spark Engineer (Data Science),4.4,"KSM Consulting
4.4","Indianapolis, IN","Indianapolis, IN",51 - 200,2008,Company - Private,Consulting,Business Services,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,65000,148000,106.5,KSM Consulting,IN,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,sr,M,106500
179,Data Engineer,3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA",51 - 200,2005,Company - Private,Internet,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,59000,110000,84.5,Cogo Labs,MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,84500
180,BI & Platform Analytics Manager,3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ",1001 - 5000,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",0,0,85000,134000,109.5,Church & Dwight,NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,sr,M,109500
181,Lead Data Scientist,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,124000,204000,164,MassMutual,MA,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,P,164000
182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,131000,207000,169,Genentech,CA,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,P,169000
183,Senior Data Scientist,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 - 10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",0,0,110000,174000,142,Juniper Networks,CA,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,sr,P,142000
185,Pricipal Scientist Molecular and cellular biologist,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,52000,101000,76.5,Takeda Pharmaceuticals,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,76500
187,"Data Scientist (Actuary, FSA or ASA)",3.8,"Legal & General America
3.8","Frederick, MD","Frederick, MD",501 - 1000,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",0,0,81000,133000,107,Legal & General America,MD,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,M,107000
188,Staff Data Scientist,3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,132000,211000,171.5,Western Digital,CA,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,M,171500
190,Senior Data Scientist / Machine Learning,3.9,"Health IQ
3.9","Dallas, TX","Mountain View, CA",201 - 500,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,73000,119000,96,Health IQ,TX,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,96000
191,Data Scientist - Health Data Analytics,4.2,"Nuna
4.2","San Francisco, CA","San Francisco, CA",51 - 200,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,110000,175000,142.5,Nuna,CA,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,142500
192,Data Engineer 5 - Contract (Remote),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+,2010,Nonprofit Organization,Religious Organizations,Non-Profit,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,74000,140000,107,The Church of Jesus Christ of Latter-day Saints,UT,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,107000
193,Senior Scientist - Neuroscience,3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 - 5000,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,100000,190000,145,Sunovion,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,145000
194,Senior Data Analyst,2.9,"National Student Clearinghouse
2.9","Herndon, VA","Herndon, VA",201 - 500,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",0,0,43000,80000,61.5,National Student Clearinghouse,VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M,61500
197,Medical Lab Scientist,3.6,"Tower Health
3.6","West Reading, PA","Reading, PA",5001 - 10000,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Novartis, Baxter, Pfizer",1,0,17000,24000,42,Tower Health,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,20500
198,"Risk and Analytics IT, Data Scientist",2.7,"State of Wisconsin Investment Board
2.7","Madison, WI","Madison, WI",51 - 200,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",0,0,91000,149000,120,State of Wisconsin Investment Board,WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,sr,M,120000
199,"Scientist, Analytical Development",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,42000,82000,62,Rubius Therapeutics,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,62000
200,Senior Data Scientist,4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 - 10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",0,0,116000,185000,150.5,Autodesk,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,data scientist,sr,P,150500
201,Analytics Manager,4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI",201 - 500,1967,Company - Private,Advertising & Marketing,Business Services,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,59000,116000,87.5,OneMagnify,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,sr,M,87500
202,Data Engineer,4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 - 200,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",0,0,48000,95000,71.5,IZEA,FL,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,71500
203,Digital Marketing & ECommerce Data Analyst,3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA",51 - 200,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,31000,72000,51.5,Vionic Group,CA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,sr,M,51500
204,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,105000,198000,151.5,Takeda Pharmaceuticals,CA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,151500
205,Senior Data Analyst,2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ",201 - 500,2014,Company - Private,IT Services,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,55000,100000,77.5,Dodge Data & Analytics,NJ,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,77500
206,Principal Scientist - Immunologist,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,98000,182000,140,Takeda Pharmaceuticals,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,140000
207,Senior Data Scientist,3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ","Boston, MA",1001 - 5000,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",0,0,73000,124000,98.5,Plymouth Rock Assurance,NJ,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,98500
208,Principal Data Scientist with over 10 years experience,3.9,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 - 200,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),"Roche, GlaxoSmithKline, Novartis",0,1,200000,250000,225,CA-One Tech Clou,CA,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,M,225000
209,MED TECH/LAB SCIENTIST - LABORATORY,3.6,"Beebe Healthcare
3.6","Lewes, DE","Lewes, DE",1001 - 5000,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",1,0,21000,34000,56.5,Beebe Healthcare,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,27500
210,"Sr. Scientist, Quantitative Translational Sciences",3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,117000,206000,161.5,Takeda Pharmaceuticals,MA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,161500
211,Sr. Data Scientist II,3.4,"Argo Group US
3.4","New York, NY","Hamilton, Bermuda",1001 - 5000,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",0,0,111000,183000,147,Argo Group US,NY,73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,data scientist,sr,M,147000
212,Excel / VBA / sql_ Data Analyst,4.1,"Associated Electric Cooperative
4.1","Springfield, MO","Springfield, MO",501 - 1000,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",0,0,44000,78000,61,Associated Electric Cooperative,MO,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,61000
213,Machine Learning Research Scientist,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,81000,159000,120,Software Engineering Institute,PA,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P,120000
215,"VP, Data Science",3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA",1001 - 5000,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83000,166000,124.5,PennyMac,AZ,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,sr,M,124500
216,Senior Data Scientist,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 - 200,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",0,0,114000,182000,148,Zest AI,CA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,148000
217,Radar Data Analyst,4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA",51 - 200,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",0,0,42000,76000,59,DECISIVE ANALYTICS Corporation,AL,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,59000
221,PL Actuarial-Lead Data Scientist,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 - 10000,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Novartis, Baxter, Pfizer",0,0,114000,179000,146.5,The Hanover Insurance Group,MA,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,146500
223,PV Scientist,2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA","Newton, MA",201 - 500,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,60000,123000,91.5,Karyopharm Therapeutics Inc.,MA,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,91500
224,Senior Data & Machine Learning Scientist,3,"Tempus Labs
3.0","Chicago, IL","Chicago, IL",501 - 1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,100000,166000,133,Tempus Labs,IL,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,sr,P,133000
225,Principal Data Scientist (Computational Chemistry),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),"Novartis, Baxter, Pfizer",0,0,108000,173000,140.5,Recursion Pharmaceuticals,UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,M,140500
226,Data Engineer,3.7,"P2 Energy Solutions
3.7","Lafayette, LA","Denver, CO",501 - 1000,2010,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,48000,93000,70.5,P2 Energy Solutions,LA,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,70500
228,"Principal Scientist, Chemistry & Immunology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",0,0,54000,115000,84.5,Rochester Regional Health,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,84500
229,Software Engineer - Data Visualization,4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 - 200,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Novartis, Baxter, Pfizer",0,0,60000,127000,93.5,ClearEdge,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,93500
230,"Scientist/Senior Scientist, Autoimmune",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,90000,179000,134.5,Rubius Therapeutics,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,134500
233,Staff Machine Learning Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138000,224000,181,Tapjoy,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,sr,M,181000
234,"Principal Scientist, Hematology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",0,0,54000,115000,84.5,Rochester Regional Health,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,84500
235,Lead Data Engineer,4.1,"Credit Sesame
4.1","Mountain View, CA","Mountain View, CA",51 - 200,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,190000,220000,205,Credit Sesame,CA,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,205000
239,Marketing Data Analyst,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 - 5000,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,35000,62000,48.5,San Manuel Casino,CA,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,sr,M,48500
240,Medical Laboratory Scientist,4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",1,0,18000,25000,44.5,Texas Health Huguley Hospital,TX,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,21500
242,R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 - 1000,2010,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,39000,66000,52.5,Teasdale Latin Foods,IL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,52500
243,Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,81000,167000,124,Software Engineering Institute,PA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P,124000
245,Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 - 1000,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",0,0,42000,86000,64,Central California Alliance for Health,CA,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,sr,M,64000
246,Sr. Data Engineer - Contract-to-Hire (Java),3,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69000,127000,98,Pilot Flying J Travel Centers LLC,TN,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,98000
247,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE",1001 - 5000,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",1,0,21000,34000,56.5,Beebe Healthcare,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,27500
248,Food Scientist - Developer,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 - 1000,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,40000,68000,54,Palermo's Pizza,WI,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,54000
250,Staff Scientist-Downstream Process Development,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),"Novartis, Baxter, Pfizer",0,0,49000,113000,81,Advanced BioScience Laboratories,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,81000
251,Sr. Data Engineer,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 - 5000,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75000,140000,107.5,Echo Global Logistics,IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,107500
253,Data Scientist - Quantitative,3.8,"Truckstop.com
3.8","Chicago, IL","New Plymouth, ID",501 - 1000,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,86000,139000,112.5,Truckstop.com,IL,26,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,sr,M,112500
254,Data Scientist,3.7,"Lockheed Martin
3.7","Herndon, VA","Bethesda, MD",10000+,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon",0,0,66000,112000,89,Lockheed Martin,VA,26,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,sr,M,89000
255,Senior Research Statistician- Data Scientist,4.8,"Acuity Insurance
4.8","Sheboygan, WI","Sheboygan, WI",1001 - 5000,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",0,0,76000,125000,100.5,Acuity Insurance,WI,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,100500
256,"Business Data Analyst, sql_",3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44000,86000,65,Fareportal,NY,19,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M,65000
257,Medical Technologist / Clinical Laboratory Scientist,3.4,"Veterans Affairs, Veterans Health Administration
3.4","New Orleans, LA","Washington, DC",10000+,1930,Government,Federal Agencies,Government,$10+ billion (USD),"Novartis, Baxter, Pfizer",1,0,15000,25000,41.5,"Veterans Affairs, Veterans Health Administration",LA,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,20000
258,Data Scientist,4.3,"Credera
4.3","Dallas, TX","Dallas, TX",201 - 500,1999,Subsidiary or Business Segment,Consulting,Business Services,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,53000,92000,72.5,Credera,TX,22,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,sr,M,72500
259,Senior Data Analyst,4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 - 1000,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,44000,78000,61,KnowBe4,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,61000
260,BI & Platform Analytics Manager,3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ",1001 - 5000,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",0,0,85000,134000,109.5,Church & Dwight,NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,sr,M,109500
262,Data Engineer,3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA",51 - 200,2005,Company - Private,Internet,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,59000,110000,84.5,Cogo Labs,MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,84500
263,Data Scientist,3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 - 200,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",0,0,64000,111000,87.5,Spectrum Communications and Consulting,IL,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,87500
